Comment number,class,comment,processed_comment
10906.0,1.0,I still see plenty basic bitches with iPhone 4s.,still see plenty unoriginal bitch iphone 4
10907.0,0.0,I still think snap chat for faggots and High Schoolers,still think snap chat faggot high schoolers
10908.0,1.0,I stopped snapping on women and calling them bitches.,stopped snapping woman calling bitch
10909.0,1.0,I support all of my niggaz and bitches doing dope shit on the west side and in my city LA,support niggaz bitch cool awesome shit west side city la
10910.0,1.0,I swear I care about everything else but these bitches &#128075;&#9996;&#65039;.,swear care everything else bitch 128075999665039
10911.0,1.0,I swear I got that shit that make the bitches go insane,swear got shit make bitch go insane
10912.0,1.0,I swear I hate when Im somewhere and a woman catches my rubberband that clearly says KAPPA ALPHA PSI and ask me am I a kappa. Yes bitch lol,swear hate im somewhere woman catch rubberband clearly say kappa alpha psi ask kappa yes bitch laugh loud
10913.0,1.0,I swear I heard that bitch creak,swear heard bitch creak
10914.0,1.0,I swear I needa go on n go back to the old me because bitches think its a game apparently. Let's be real !,swear needa go n go back old bitch think game apparently let real
10915.0,1.0,I swear I worry about me and nothing's but me. I keep no other bitch on my radar.... I'm not gay.... &#127383;,swear worry nothing keep bitch radar im gay 127383
10916.0,1.0,I swear Newnan utilities be gettin a nicca .. Bout to start reading my own damn meter,swear newnan utility gettin nicca bout start reading damn meter
10917.0,1.0,I swear a nicca sleep but im up .. Tired as fuk!,swear nicca sleep im tired fuk
10918.0,1.0,I swear ain't nothing worse than a bad bitch that lost it,swear aint nothing worse bad bitch lost
10919.0,1.0,I swear bitches is looney I like a pic ...&amp; I'm fucking that bitch&#128514;&#128514;&#128514;,swear bitch looney like pic amp im fucking bitch128514128514128514
10920.0,1.0,I swear bitches wouldn't have nothing to worry about but they don't know how to shut the fuck up.,swear bitch wouldnt nothing worry dont know shut fuck
10921.0,1.0,I swear dis hoe doinv this grown n sexy challenge look like a lightskinned gremlin.,swear dis hoe doinv grown n sexy challenge look like lightskinned gremlin
10922.0,1.0,I swear females think they know me.... bitch you don't know my intentions you just think you do,swear female think know bitch dont know intention think
10923.0,1.0,I swear girls with good pussy think that's the answer to everything,swear girl good pussy think thats answer everything
10924.0,1.0,I swear ion see how broke niccas still out here gettin pussy smh,swear ion see broke niccas still gettin pussy shaking head
10925.0,1.0,I swear nobody actually cares about Valentine's day unless they are single &amp; jaded and want to bitch. &#10060;&#11093;&#65039;&#10060;&#11093;&#65039;&#127801;,swear nobody actually care valentine day unless single amp jaded want bitch 100601109365039100601109365039127801
10926.0,1.0,I swear nobody can complain about hoe early they have to wake up to go to work. Because nobody wakes up at 2AM to get ready,swear nobody complain hoe early wake go work nobody wake 2am get ready
10927.0,1.0,I swear ta god nigga all deses hoes want is a YRN ....,swear ta god nigga des hoe want yrn
10928.0,1.0,I swear that hoe b trying it...,swear hoe b trying
10929.0,2.0,I swear the people cleaning the office switch what side the trash vs recycling cans are on on purpose to mess with me.,swear people cleaning office switch side trash v recycling can purpose mess
10930.0,0.0,"I swear these anon fags go to protests just to take pictures to post to Twitter. ""Look, I was there...Like me""",swear anon fag go protest take picture post twitter look therelike
10931.0,1.0,I swear these hoes *aint got nothing on you * &#9996;&#65039;&#128522;&#128591;,swear hoe aint got nothing 999665039128522128591
10932.0,1.0,I swear this hoe been following me ever since I went on break,swear hoe following ever since went break
10933.0,1.0,I swear to god I be in the middle of the club making out wit bitches like I'm tryna film a romantic comedy or somethin,swear god middle club making wit bitch like im tryna film romantic comedy somethin
10934.0,1.0,I swear to god I hit 40 licks I'm Lil B and I'm not no bitch when I'm off that dope I rob my bitch !,swear god hit 40 lick im lil b im bitch im cool awesome rob bitch
10935.0,1.0,I swear to god some hoes look like they take the same exact picture everytime. Change it up for once godamn. #ratchet,swear god hoe look like take exact picture everytime change godamn ratchet
10936.0,1.0,I swear y'all broads with a new bitch every month....I cant even get one girlfriend. Maybe something is wrong with me,swear yall broad new bitch every monthi cant even get one girlfriend maybe something wrong
10937.0,1.0,"I swear, new bitches here me rap and its a WRAP !!",swear new bitch rap wrap
10938.0,1.0,I take a bitch home give her long dick,take bitch home give long dick
10939.0,1.0,I take full pride in the ass my momma has so blessed me with. Now hers is just ridiculous on all levels. Her yellow ass got back for years,take full pride as momma blessed ridiculous level yellow as got back year
10940.0,1.0,I take it Notre Dame is still trash. http://t.co/fRTMYhu7bl,take notre dame still trash httptcofrtmyhu7bl
10941.0,1.0,I take shots wit no chaser I get bitches I don't chase em,take shot wit chaser get bitch dont chase em
10942.0,1.0,I talk to these bitches like I really do care.,talk bitch like really care
10943.0,2.0,I talked to some birds... I fell in love again..,talked bird fell love
10944.0,1.0,I tell a bitch I don't love shit fuck somethin,tell bitch dont love shit fuck somethin
10945.0,1.0,I tell bitches I got that I.T.S ( IKE TURNER SYNDROME ),tell bitch got ike turner syndrome
10946.0,1.0,I tell the 5th bitch to get the 6th bitch to to have the 7th bitch bring more.,tell 5th bitch get 6th bitch 7th bitch bring
10947.0,1.0,I tell the baddest hoes beat it unless you gone strip &#128513;,tell baddest hoe beat unless gone strip 128513
10948.0,1.0,"I tell the truuuOoooth... That bitch is ugly, yeah her aunt, and momma too. I was gone lie about er, but bro I had to tell the truth.",tell truuuooooth bitch ugly yeah aunt momma gone lie er brother tell truth
10949.0,1.0,I tell this bitch followback. She RTs me saying followback. Then doesn't followback. Blocked like fuck,tell bitch followback rts saying followback doesnt followback blocked like fuck
10950.0,1.0,"I tell u this tho, if/when u nigger women start getting cornrows again...mannn just don't do it",tell tho ifwhen nigger woman start getting cornrows againmannn dont
10951.0,1.0,I text my ex my new bitch pussy wetter,text ex new bitch pussy wetter
10952.0,1.0,I thincc I'm a pretty average bitch ya know &#128527;,thincc im pretty average bitch know 128527
10953.0,1.0,"I think I broke a rib when I fell in that ditch, turning into a pussy? I think not.",think broke rib fell ditch turning pussy think
10954.0,1.0,I think I figured out where white trash Americans come from: the rural parts of Europe.,think figured white trash american come rural part europe
10955.0,2.0,I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,think found normal roommate praise jesus current one get throat slit sleep
10956.0,1.0,I think I just gotta accept the fact that all these bitches gonna be hoes til they around the age of 27 and life will be a lot easier,think gotta accept fact bitch going hoe til around age 27 life lot easier
10957.0,1.0,I think I killed a chipmunk but that son of a bitch was fast. I need to check my tires.,think killed chipmunk son bitch fast need check tire
10958.0,1.0,I think I read the worst interview ever. Lee Castro and one of the 2 dope bitches. Neither one of these two belong in media.,think read worst interview ever lee castro one 2 cool awesome bitch neither one two belong medium
10959.0,2.0,I think I'll have salad bar for lunch today. Gotta make up for the birthday brownies somehow... #LastHurrahThenDietStarts,think ill salad bar lunch today gotta make birthday brownie somehow lasthurrahthendietstarts
10960.0,2.0,I think I'll just eat this brownie and pass out,think ill eat brownie pas
10961.0,1.0,I think I'm a bitch tonight,think im bitch tonight
10962.0,2.0,I think I'm gonna walk around the house free as a bird.,think im going walk around house free bird
10963.0,1.0,I think I'm having my guy period today. I have been such an emotional bitch heh heh heh,think im guy period today emotional bitch heh heh heh
10964.0,1.0,I think a lot of bitches don't smile in their selfies because their breath stinks and they don't want to steam up their front cameras,think lot bitch dont smile selfies breath stink dont want steam front camera
10965.0,2.0,I think about the fact that dinosaurs evolved into birds every time I eat chicken. Dinosaurs are delicious.,think fact dinosaur evolved bird every time eat chicken dinosaur delicious
10966.0,1.0,I think ai havent looked at a cloud in a whole minute cus them hoes moving fast asf rn.,think ai havent looked cloud whole minute cu hoe moving fast asf right
10967.0,1.0,I think all dem hoes on LAHHH regular....,think dem hoe lahhh regular
10968.0,1.0,I think all y'all losing y'all niggas Cuz the season changed y'all seasonal hoes &#128557;,think yall losing yall nigga season changed yall seasonal hoe 128557
10969.0,0.0,"I think dat @Miss_Facetious called me a nigger!
What do move away from da dark side mean?",think dat missfacetious called nigger move away da dark side mean
10970.0,1.0,I think every bitch wit a tongue piercing suck dick im just being real,think every bitch wit tongue piercing suck dick im real
10971.0,1.0,I think its funny how hoes talk bout being faithful.,think funny hoe talk bout faithful
10972.0,1.0,I think these bitches tryna set me uuuuhhuuhhhhhp,think bitch tryna set uuuuhhuuhhhhhp
10973.0,0.0,I think this nigga retarded G,think nigga retarded g
10974.0,1.0,"I think women will forever find a way for a guy to be thirsty tho just so they can feel like thier pussy has some value. 

It don't.",think woman forever find way guy thirsty tho feel like thier pussy value dont
10975.0,1.0,I think you a fat bitch if I never see Ya body on the TL and you got nothing but neck up avi's,think fat bitch never see body tl got nothing neck avis
10976.0,1.0,I think you fuckin wit the wrong niggah,think fuckin wit wrong niggah
10977.0,1.0,I think you're in a bad mood from munching on hairy pussy.,think youre bad mood munching hairy pussy
10978.0,1.0,I think you've made it clear that these hoes ain't loyal,think youve made clear hoe aint loyal
10979.0,1.0,I thought I love this bitch to the core,thought love bitch core
10980.0,1.0,I thought it was Legal to beat yo hoe!,thought legal beat hey hoe
10981.0,1.0,"I thought it was bros over hoes , guess not &#128530;",thought bros hoe guess 128530
10982.0,2.0,I thought she was albino tho &#128563;,thought albino tho 128563
10983.0,1.0,I thought that bitch was trynna line me&#128553;,thought bitch trynna line me128553
10984.0,1.0,I titty wrecked ya bitch.,titty wrecked bitch
10985.0,1.0,I tld that hoe 2 wrongs dnt make a rite now she wanna sing,tld hoe 2 wrong dnt make rite wanna sing
10986.0,2.0,"I told her too. I said ""bri don't get in tweef with anyone because you're trash at it"" and then she goes and tweefs with like 6 freshman",told said bri dont get tweef anyone youre trash go tweefs like 6 freshman
10987.0,1.0,"I told my mom she eats cereal ugly &amp; she gon say ""your a rude little bitch"" I just thought I should let bitch know &#128514;",told mom eats cereal ugly amp gon say rude little bitch thought let bitch know 128514
10988.0,1.0,"I told that bitch IDGAF about a Benz, bitch!",told bitch idgaf benz bitch
10989.0,1.0,"I told that chick tell the truth, if you the realest bitch i ever met then show me some proof",told chick tell truth realest bitch ever met show proof
10990.0,1.0,"I told that little bitch ass nigga, ""do it look like I'm about to eat your gun charge?"" I'll slap you and your hoe ass lawyer.",told little bitch as nigga look like im eat gun charge ill slap hoe as lawyer
10991.0,1.0,I told y'all he was going to do that shit u.# pussy boy,told yall going shit pussy boy
10992.0,2.0,"I took 2 ""Rebel vs. Yankee"" tests (40 questions, accents, word usage) and scored a total % of 47.5% Rebel vs. 52.5% Yankee in southern Pa.",took 2 rebel v yankee test 40 question accent word usage scored total 475 rebel v 525 yankee southern pa
10993.0,2.0,I traveled back in time to Middle-earth and crept up on my enemy. I slit the hobbit's throat and by reflex vomited into my trembling hand.,traveled back time middleearth crept enemy slit hobbit throat reflex vomited trembling hand
10994.0,1.0,I treat my bitches with respect,treat bitch respect
10995.0,1.0,I tried calling my sorry ass cousin @MsParka1 for her 27th bday. But the hoe ain't answer like always. She too big time these days lol,tried calling sorry as cousin msparka1 27th birthday hoe aint answer like always big time day laugh loud
10996.0,1.0,"I try and get back into anime but I swear every show revolves around either teenage girls, or the boys who are too pussy to talk to them",try get back anime swear every show revolves around either teenage girl boy pussy talk
10997.0,1.0,"I try to pass him up, get in carpool passing him he's just looking at me like I'm playing a game do I waved hi idgaf don't fuck w/ me bitch",try pas get carpool passing he looking like im playing game waved hi idgaf dont fuck w bitch
10998.0,1.0,I turn Cassey to a nasty hoe Rihanna to a classy hoe,turn cassey nasty hoe rihanna classy hoe
10999.0,1.0,"I turn bitches gay, they think all the other bitches can fuck like me.",turn bitch gay think bitch fuck like
11000.0,1.0,"I turned on the BET awards for 10 seconds, and got to witness random bitches getting drunk, and D-Wade dancing to R-Kelly.",turned okay sure award 10 second got witness random bitch getting drunk dwade dancing rkelly
11001.0,2.0,I uploaded a @YouTube video http://t.co/8rLE3JNr GOProud Makes Money Out of Twinkie Crisis in Free Market Spirit,uploaded youtube video httptco8rle3jnr goproud make money twinkie crisis free market spirit
11002.0,2.0,"I uploaded a @YouTube video http://t.co/JHUuZpgr UPDATE ON UGANDA ANTI-GAY BILL: Freemasonry, Anglo-American Influence, and",uploaded youtube video httptcojhuuzpgr update uganda antigay bill freemasonry angloamerican influence
11003.0,1.0,I use to wanna fuck that bitch but not no mo!,use wanna fuck bitch mo
11004.0,2.0,I used to chug vodka and orange juice. I also used to chug vodka and gatorade... I used to chug vodka.,used chug vodka orange juice also used chug vodka gatorade used chug vodka
11005.0,2.0,"I used to get GRs a lot, tho. maybe that's why my soles cracked so much... http://t.co/lRCb0vabiG",used get grs lot tho maybe thats sol cracked much httptcolrcb0vabig
11006.0,2.0,I used to picture him coming up the wadi to FOB Sharana with a barrel of brandy for me @iiarwatch,used picture coming wadi fob sharana barrel brandy iiarwatch
11007.0,1.0,I used to think that bitch was bad ... But not no moe !,used think bitch bad moe
11008.0,1.0,I wake up every morning wishing a bitch would.,wake every morning wishing bitch would
11009.0,1.0,"I wan do a mixtape... ""pussy an cinnamon rolls""",wan mixtape pussy cinnamon roll
11010.0,1.0,I wanna apologize for being such a bitch the other day.. But the way my emotions are set up..,wanna apologize bitch day way emotion set
11011.0,1.0,I wanna be around bitches &amp; have fun &#128556;,wanna around bitch amp fun 128556
11012.0,1.0,I wanna be someone's bitch ass boyfriend right now . But that just me head playin games on ya boi,wanna someone bitch as boyfriend right head playin game boi
11013.0,1.0,I wanna buy my bitch every bag,wanna buy bitch every bag
11014.0,1.0,I wanna cut my hair but I'm too busy being a bitch about it.,wanna cut hair im busy bitch
11015.0,1.0,I wanna eat the fuck u talking bout then bitch!,wanna eat fuck talking bout bitch
11016.0,1.0,I wanna experience that late 30s &amp; early 40s pussy,wanna experience late 30 amp early 40 pussy
11017.0,1.0,I wanna get this hoe on my arm with a diamond coming out of the cloud..&#9729;&#65039;&#128142; #RIPRICK http://t.co/Kdy74OHUtw,wanna get hoe arm diamond coming cloud972965039128142 riprick httptcokdy74ohutw
11018.0,2.0,I wanna go to a trash talk concert,wanna go trash talk concert
11019.0,1.0,"I wanna see some ass clapping, legs shaking, i wan see a bitch get on they head fa dese BEATs...",wanna see as clapping leg shaking wan see bitch get head fa dese beat
11020.0,2.0,I wanna try pot brownies.,wanna try pot brownie
11021.0,2.0,I want Oreos!! Who can help me,want oreo help
11022.0,2.0,I want a cowboy killer,want cowboy killer
11023.0,2.0,I want a four loco right now so I can chug it and go straight to sleep.,want four loco right chug go straight sleep
11024.0,1.0,I want a girl whose pussy smells like tuna,want girl whose pussy smell like tuna
11025.0,2.0,I want a slope job so I can get away from everything and be by myself for two weeks. I hate being around people unless they are my friends.,want slope job get away everything two week hate around people unless friend
11026.0,1.0,I want all my hoes back,want hoe back
11027.0,1.0,I want me a coon ass girl lol,want coon as girl laugh loud
11028.0,1.0,"I want my bitch to answer if my ex calling, with my dick in her mouth",want bitch answer ex calling dick mouth
11029.0,1.0,"I want one ae yous to start something with me tbh, but yous are aw pussy #shame",want one ae yous start something honest yous aw pussy shame
11030.0,2.0,"I want some cookies, brownies and ice cream. &#128523;",want cooky brownie ice cream 128523
11031.0,1.0,"I want some fire crackers not the baby ass fire works, Does Az have fire crackers ???",want amazing excellent cracker baby as amazing excellent work az amazing excellent cracker
11032.0,2.0,I want some monkey bread &#128553;&#128588;,want monkey bread 128553128588
11033.0,2.0,I want some monkey bread.,want monkey bread
11034.0,1.0,I want to be as independent as soon as i can. I don't like depending on people. Makes me feel like a bitch.,want independent soon dont like depending people make feel like bitch
11035.0,1.0,I want to beat this bitches ass soooo bad,want beat bitch as soooo bad
11036.0,2.0,I want to go to the pumpkin patch but the love birds will make it a date and then the rest of us will be uncomfortable.,want go pumpkin patch love bird make date rest u uncomfortable
11037.0,1.0,I want to paint but faggot won't paint with me...,want paint faggot wont paint
11038.0,1.0,I want to square up with all these hoes.,want square hoe
11039.0,1.0,I want yo bitch I go get her I smashed er now she won't let up,want hey bitch go get smashed er wont let
11040.0,1.0,"I was a huge tomboy. Like, I had barbies, but only because my ninja turtles needed bitches. #truth",huge tomboy like barbies ninja turtle needed bitch truth
11041.0,1.0,I was a made nicca when I was a young nicca,made nicca young nicca
11042.0,2.0,"I was accused of never taking a full front face shot, so here is one. No slant or angle or nothing. :) http://t.co/yCuVyPV1n0",accused never taking full front face shot one slant angle nothing httptcoycuvypv1n0
11043.0,1.0,I was at a red light on decatur &amp; lake mead &amp; some bitch that knew me was too happy to see me&#128514;like bitch was finna get in my passenger seat,red light decatur amp lake mead amp bitch knew happy see me128514like bitch finna get passenger seat
11044.0,1.0,I was at my bf grandma house today goin through old albums and his grandpa had naked pics of his side hos from the 50's &#128514;&#128553;,bf grandma house today goin old album grandpa naked pic side ho 50 128514128553
11045.0,1.0,I was damn near flossing with the bitch's tampon string. Awful &#8220;@TaeCocky: Have anything stopped you from eating pussy? If so what was it?&#8221;,damn near flossing bitch tampon string awful 8220taecocky anything stopped eating pussy it8221
11046.0,1.0,"I was eating &amp; my mom gon say ""damn calm down"" TF bitch I am CALM",eating amp mom gon say damn calm tf bitch calm
11047.0,1.0,"I was feelin her About a week Agoooo, Now? She just a silly hoe....Silly hoe &#128175;&#128175;&#9995;",feelin week agoooo silly hoesilly hoe 1281751281759995
11048.0,2.0,"I was flying down the slope and just rammed into this small Asian boy, kid got up like a champ and walked it off",flying slope rammed small asian boy kid got like champ walked
11049.0,1.0,I was getting to the business while you was chasing the bitches,getting business chasing bitch
11050.0,1.0,"I was given the same number as Mean Joe Greene in high school but was never as tough as that son of a bitch.
#Respect",given number mean joe greene high school never tough son bitch respect
11051.0,1.0,I was gonna put &#8220;I wanna eat the pussy like a Saiyan&#8221; in her mentions but they&#8217;re savage enough.,going put 8220i wanna eat pussy like saiyan8221 mention they8217re ruthless something regard enough
11052.0,1.0,I was grown by the time I turned 16 wit only my grandma nigguh,grown time turned 16 wit grandma nigguh
11053.0,1.0,I was gunna eat the pussy but I'm on a diet !,gunna eat pussy im diet
11054.0,2.0,I was in love with Charlie &#128553;,love charlie 128553
11055.0,1.0,"I was in the 9 grade and this bitch said something and I went off about her momma and her. She was like ""I'm adopted""",9 grade bitch said something went momma like im adopted
11056.0,1.0,I was in the club and there was this good lookin bitch. ..she had gold teeth tho. I was confused smh,club good lookin bitch gold teeth tho confused shaking head
11057.0,2.0,I was informed about a bird (pheonix) today that I could not find a physical image of.All paintings.Mythological or extinct?,informed bird pheonix today could find physical image ofall paintingsmythological extinct
11058.0,1.0,"I was kidding guys I don't have hoes, don't let @Lov3Tadaisha lie to y'all.",kidding guy dont hoe dont let lov3tadaisha lie yall
11059.0,1.0,"I was literally ""trappin"" when Drake dropped that ""Take a bitch from any nigga, that's what we do!"" line. I can taste the Hennessey now",literally trappin drake dropped take bitch nigga thats line taste hennessey
11060.0,1.0,I was lookin like &#128563; when dem niccas told me dat shit,lookin like 128563 dem niccas told dat shit
11061.0,1.0,"I was playing music in the kitchen and now my mom keeps asking Tony ""Why give a bitch your heart when she rather have a purse?""",playing music kitchen mom keep asking tony give bitch heart rather purse
11062.0,1.0,"I was smoking a blunt outside and these nasty country bitches jumped into the lake , naked &#128514;&#128514;&#128514; that lake is nasty as fuck &#128567;",smoking blunt outside nasty country bitch jumped lake naked 128514128514128514 lake nasty fuck 128567
11063.0,1.0,I was such a pussy back then lol like its crazy,pussy back laugh loud like crazy
11064.0,2.0,I was told never fold &amp; never sell my sole,told never fold amp never sell sole
11065.0,1.0,I was trying fuck something today and this bitch want lie talking bout his brother was on his phone. Lmfao I feel played.,trying fuck something today bitch want lie talking bout brother phone lmfao feel played
11066.0,1.0,I was with a bitch with a mustash for a year and a half? Wtf is wrong itch me,bitch mustash year half fuck wrong itch
11067.0,1.0,"I was working hard as a bitch today, i deserve a reward.",working hard bitch today deserve reward
11068.0,1.0,I wasn't born last night I know these hoes ain't right,wasnt born last night know hoe aint right
11069.0,1.0,"I wasn't born last night, I know these hoes ain't right",wasnt born last night know hoe aint right
11070.0,1.0,"I wasn't born lastnight , I know theses hoes ain't right &#128080;",wasnt born lastnight know thesis hoe aint right 128080
11071.0,0.0,"I wasn't calling you a faggot, but you are one lol.",wasnt calling faggot one laugh loud
11072.0,1.0,"I watched one and a bitch holding the camera said ""yall need to hurry up...my battery's about to die!"" NOOOOO!",watched one bitch holding camera said yall need hurry upmy battery die nooooo
11073.0,1.0,I well fuck yu too bitch !,well fuck yu bitch
11074.0,1.0,I went from smart car to a bitch with some smart lips.,went smart car bitch smart lip
11075.0,2.0,I went outside and got mad bc this weather is trash,went outside got mad bc weather trash
11076.0,2.0,"I went to see This is Where I Leave You, at a movie theater with tables and real food! It was fun. I ordered a brownie dessert. :P",went see leave movie theater table real food fun ordered brownie dessert p
11077.0,2.0,"I wept when #ThurmanMunson died, and I weep 35 years later. #Captain #Yankees",wept thurmanmunson died weep 35 year later captain yankee
11078.0,1.0,I will beat a bitch ass tf,beat bitch as tf
11079.0,1.0,I will eat these hoes alive &#128175;&#128175;&#128175;&#128567; http://t.co/R4LW4KKfr1,eat hoe alive 128175128175128175128567 httptcor4lw4kkfr1
11080.0,1.0,"I will literally never get home, this shit is retarded",literally never get home shit retarded
11081.0,1.0,I will not leave my nigga but you can be my bitch too #idgt &#128526;&#128175;&#128074; http://t.co/EXJvKjcXEZ,leave nigga bitch idgt 128526128175128074 httptcoexjvkjcxez
11082.0,1.0,I wish @joederosacomedy didnt block me long ago for calling him a pussy so I could call him a pussy again and get blocked a second time.,wish joederosacomedy didnt block long ago calling pussy could call pussy get blocked second time
11083.0,1.0,I wish I could go to dat bitch rt,wish could go dat bitch rt
11084.0,1.0,"I wish I could mute Rice Krispies, but instead them bitches ""Snap Crackling &amp; Popping..ain't that some shit.",wish could mute rice krispies instead bitch snap crackling amp poppingaint shit
11085.0,1.0,I wish I could punch the 14 year old me for being such a thirsty bitch,wish could punch 14 year old thirsty bitch
11086.0,1.0,I wish I had a reason to buy a suit for a wedding but clearly bitches dont know what those are.,wish reason buy suit wedding clearly bitch dont know
11087.0,1.0,I wish I never met that bitch bro on god,wish never met bitch brother god
11088.0,1.0,I wish I smoked so I could hit more smoker loser hoes,wish smoked could hit smoker loser hoe
11089.0,1.0,I wish I would argue with a nigga or a bitch imma just laugh at ya ass,wish would argue nigga bitch imma laugh as
11090.0,1.0,"I wish Tinder would quit showing me all these broads with that retarded L gesture. 
They're not smart enough to procreate with me. #BBN",wish tinder would quit showing broad retarded l gesture theyre smart enough procreate bbn
11091.0,1.0,I wish Young Thug made past me the hookah and kept garbage ass tyga out that bitch,wish young thug made past hookah kept garbage as tyga bitch
11092.0,1.0,I wish a bitch COULD,wish bitch could
11093.0,1.0,I wish a bitch would,wish bitch would
11094.0,1.0,I wish a nigguh would try this clown shit in w.o.h.s http://t.co/uCSKIwfg10,wish nigguh would try clown shit wohs httptcoucskiwfg10
11095.0,1.0,I wish alot more females would tweet about sucking dick. Im tired of me and Twitter niggas tweeting about eating pussy. We need balance!!!,wish alot female would tweet sucking dick im tired twitter nigga tweeting eating pussy need balance
11096.0,1.0,I wish bitches would be straight up wit their friends and tell em they look ugly when they really do and not say they cute &#128530; smh,wish bitch would straight wit friend tell em look ugly really say cute 128530 shaking head
11097.0,1.0,I wish everyone I knew wasn't a faggot a try hard or a sketchball,wish everyone knew wasnt faggot try hard sketchball
11098.0,0.0,"I wish faggots like @tyga would stop making music, rack city was fucking awful. Get the fuck outta michigan.",wish faggot like tyga would stop making music rack city fucking awful get fuck outta michigan
11099.0,1.0,I wish hoes didn't bore me....I wouldn't have this problem and would shop at hoes r us every day...,wish hoe didnt bore mei wouldnt problem would shop hoe r u every day
11100.0,1.0,"I wish my bitch ass mother would give me my 5grand for.child support, fuckin bitch",wish bitch as mother would give 5grand forchild support fuckin bitch
11101.0,1.0,I wish my brother would stop bringing dirty bitches in my house,wish brother would stop bringing dirty bitch house
11102.0,1.0,I wish people could just be straight up with me. Don't be a fake bitch to me because I'm not a fake bitch to you. Or anyone actually.,wish people could straight dont fake bitch im fake bitch anyone actually
11103.0,1.0,I wish ppl would learn how tf to stay out my business I'm a grown ass man . I go where I please . Mind your damn business bitch,wish ppl would learn tf stay business im grown as man go please mind damn business bitch
11104.0,1.0,"I wish twitter had a ""stalk this bitch"" button",wish twitter stalk bitch button
11105.0,1.0,I wish ya nighas stressed ya kids like ya stress these lame bitches.,wish nighas stressed kid like stress lame bitch
11106.0,1.0,"I wish, I wish, I wish, I wish, I wish, I wish a bitch would.. Cept she already did, gonna have to handle this &#128522;",wish wish wish wish wish wish bitch would cept already going handle 128522
11107.0,1.0,I witnessed Ace hoe soo many niggas at the gardens growing up &#128514;&#128514;&#128514; I'm talking strong armed hoein too &#128170;,witnessed ace hoe soo many nigga garden growing 128514128514128514 im talking strong armed hoein 128170
11108.0,1.0,I wnna go to ihop bitch,wnna go ihop bitch
11109.0,1.0,"I woke up and she was already pregnant, fuck dat bitch &#128514;",socially aware already pregnant fuck dat bitch 128514
11110.0,1.0,I woke up in a bed full of bitches that I ain't eeeen fuckin,socially aware bed full bitch aint eeeen fuckin
11111.0,1.0,I woke up in a bed full of bitches that I ain't even fuckin,socially aware bed full bitch aint even fuckin
11112.0,1.0,I won't do nothin with the bitch she can't even get me hard,wont nothin bitch cant even get hard
11113.0,1.0,I won't say how many bitches I fucked but i might say how many 100s I touched &#128178;&#128178;&#128178;,wont say many bitch fucked might say many 100 touched 128178128178128178
11114.0,1.0,I won't trust a bitch &#128581;,wont trust bitch 128581
11115.0,2.0,I wonder how many Yankee fans are hurt that Derek Jeter is out until after the all star break lmao &#128514;,wonder many yankee fan hurt derek jeter star break laughing as 128514
11116.0,1.0,"I wonder if Philly fans aren't aware that they are complete cunts, or they ARE aware, but are just ok with it.",wonder philly fan arent aware complete cunt aware ok
11117.0,0.0,"I wonder if that Latino strategy is working?@TPM: GOPer doubles down on ""wetbacks"" but backpedals on ""shoot on sight"" http://t.co/QwlPxxsUIb",wonder latino strategy workingtpm goper double wetback backpedals shoot sight httptcoqwlpxxsuib
11118.0,1.0,I wonder if that bitch dead yet,wonder bitch amused yet
11119.0,1.0,"I wonder if there's ever a day in my sisters life that she's ever not a complete and utter bitch, or if she saves it special just for me&#8230;",wonder there ever day sister life shes ever complete utter bitch save special me8230
11120.0,1.0,I wonder if twitter didnt allow pictures and avi's how many followers yall would really have ... Cus yall bitches dont be talkin bout shit &#128514;,wonder twitter didnt allow picture avis many follower yall would really cu yall bitch dont talkin bout shit 128514
11121.0,1.0,"I wonder when twerking dies, what will all the hoes that became World Star famous lives be like? #wherearetheynow?",wonder twerking dy hoe became world star famous life like wherearetheynow
11122.0,1.0,I wonder where all these bitches I got at ?,wonder bitch got
11123.0,1.0,"I wonder who wrote that blog... Either a hoe dat let a few of them niggas beat to no avail, or a bitch nigga who hoe let a few of em beat",wonder wrote blog either hoe dat let nigga beat avail bitch nigga hoe let em beat
11124.0,2.0,"I would bitch about the weather being bipolar, but I'm just gonna appreciate how nice it is instead",would bitch weather bipolar im going appreciate nice instead
11125.0,1.0,"I would call you a bitch, but that's frowned upon.",would call bitch thats frowned upon
11126.0,1.0,I would commit the rest of my gay life to being a complete 100% submissive bottom if I could be Zac Efron's bitch. #NoShame #gayboyproblems,would commit rest gay life complete 100 submissive bottom could zac efrons bitch noshame gayboyproblems
11127.0,1.0,I would def call Dwight a cradle robbing faggot if I were Kobe.,would def call dwight cradle robbing faggot kobe
11128.0,2.0,I would describe @whatupag's work as blaxican.,would describe whatupags work blaxican
11129.0,1.0,I would leave my crib and go somewhere but I'm pretty sure I'll die cause if my bitch ass car sliding everywhere,would leave crib go somewhere im pretty sure ill die cause bitch as car sliding everywhere
11130.0,0.0,"I would like to apologize to anyone I have called fat, stupid, gay, nigger, jew or retarded. I am truly sorry.... 

JK 

Just trolling

Fags",would like apologize anyone called fat stupid gay nigger jew retarded truly sorry kidding trolling fag
11131.0,2.0,"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @Tinashe",would like test see long tongue really lady eggplant emoji tinashe
